TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,95.8,1.1,93.1,97.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,18.3,0.9,16.5,20.1,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,18.2,1.3,15.6,20.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,81.7,0.9,79.9,83.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,81.8,1.3,79.3,84.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,96,1.1,93.3,97.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,95.3,1.2,92.4,97.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,98,0.8,95.8,99,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,98.2,0.7,96.1,99.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,,,,,~~~,"NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,,,,,~~~,"NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,87.1,1.8,83.1,90.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,83.7,2,79.3,87.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2020,1,15300,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2022,2,14700,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2020,1,72.2,0.4,71.5,72.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2022,2,72.7,0.4,72,73.4,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2020,1,13.6,0.3,13.1,14.2,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2022,2,13.9,0.3,13.4,14.5,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2020,1,14.2,0.3,13.6,14.7,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2022,2,13.4,0.3,12.8,13.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2020,1,16.5,0.3,15.9,17.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,16.5,0.3,15.9,17.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,32.7,0.4,31.9,33.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,32.2,0.4,31.4,32.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,35.4,0.4,34.6,36.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,35.9,0.4,35.1,36.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,15.5,0.3,14.9,16.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,15.4,0.3,14.9,16,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2020,1,1632900,7500,1618100,1647600,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2022,2,1578800,7150,1564800,1592800,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2020,1,107,1,106,108,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2022,2,107,0.5,106,108,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,Total,20,20,,,"Number of residents, daily average",16,2020,1,84,0.4,84,85,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,Total,20,20,,,"Number of residents, daily average",16,2022,2,80,0.4,79,80,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,1-25 residents,34,34,,,"Percent of total providers, crude",2,2020,1,5.1,0.2,4.7,5.4,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,1-25 residents,34,34,,,"Percent of total providers, crude",2,2022,2,4.8,0.2,4.4,5.1,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,26-100 residents,36,36,,,"Percent of total providers, crude",2,2020,1,66.5,0.4,65.7,67.2,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,26-100 residents,36,36,,,"Percent of total providers, crude",2,2022,2,70.9,0.4,70.2,71.7,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,≥101 residents,38,38,,,"Percent of total providers, crude",2,2020,1,28.5,0.4,27.8,29.2,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,≥101 residents,38,38,,,"Percent of total providers, crude",2,2022,2,24.3,0.4,23.6,25,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,95.7,0.2,95.4,96,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,96.1,0.2,95.8,96.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,98,0.1,97.8,98.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,99.5,0.1,99.4,99.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,58,0.4,57.2,58.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,58.4,0.4,57.6,59.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,70.3,0.4,69.5,71,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,72.4,0.4,71.6,73.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,6.3,0.2,6,6.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,21.8,0.3,21.1,22.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,23.4,0.3,22.8,24.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,5.9,0.2,5.5,6.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,470400,2470,465500,475200,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,85.1,0.3,84.5,85.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,99.3,0.1,99.1,99.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,96.1,0.2,95.8,96.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,88.8,0.3,88.3,89.3,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,76.9,0.3,76.3,77.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Activities director,54,54,,,Ratio of FTE hours per resident,24,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Activities director,54,54,,,Ratio of FTE hours per resident,24,2022,2,0.2,0,0.2,0.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Aide,56,56,,,Ratio of FTE hours per resident,24,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Aide,56,56,,,Ratio of FTE hours per resident,24,2022,2,2.1,0,2,2.1,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per resident,24,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per resident,24,2022,2,0.7,0,0.7,0.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Registered nurse,60,60,,,Ratio of FTE hours per resident,24,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Registered nurse,60,60,,,Ratio of FTE hours per resident,24,2022,2,0.4,0,0.4,0.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
